id,givid,rvf_elisa_pn,lepto_elisa_pn,bruc_elisa_pn,qfev_elisa_pn,BVDV_elisa_pn,toxo_elisa_pn,neospora_elisa_pn,district_name,sample_month,animalsex,herdsize_fct,PC1,PC2,PC3,PC4,PC5
1TZN000192809878,1,0,0,0,0,0,0,0,1,8,1,1,-0.0342149,-0.0287136,-0.0931271,0.0768984,-0.0219023
2TZN000192810258,2,0,0,0,0,0,0,0,1,8,1,1,-0.0134941,0.0153012,0.00168489,0.0161505,0.00351926
3TZN000192810100,3,0,1,0,0,0,0,0,1,8,1,1,-0.0146283,0.00554464,0.0171929,0.0129994,-0.00380602
4TZN000192810074,4,0,0,0,0,0,0,1,1,8,1,1,-0.00980596,0.0200261,0.0197502,0.0228979,0.00125537
5TZN000192810097,5,0,0,0,0,0,0,0,1,8,1,1,0.00152972,0.00367392,0.0251689,0.0217177,-0.00137913
6TZN000192810077,6,0,0,0,0,0,0,1,1,8,1,1,-0.0300786,-0.0265136,-0.0112946,-0.00472557,0.0103728
7TZN000192810079,7,0,0,0,0,0,0,0,1,8,1,1,0.0386682,-0.00596211,-0.00510054,-0.00453412,0.00267876
8TZN000192810105,8,0,0,0,0,0,0,0,1,8,1,1,-0.0185537,0.00759464,0.0150676,0.00512045,0.00863979
9TZN000192809822,9,0,0,0,0,0,1,0,1,8,1,1,-0.0132135,0.0117166,0.0225859,0.0121117,0.00942864
10TZN000192809823,10,0,0,0,0,0,0,0,1,8,1,1,-0.00774725,0.0133846,0.0263612,0.0212823,0.00111624
11TZN000192809787,11,0,0,0,0,0,0,1,1,8,1,1,-0.0025832,0.0092382,0.0116229,0.0101957,0.00268175
12TZN000192807824,12,0,0,0,0,0,0,1,1,8,1,1,-0.0244821,-0.0190546,0.0216908,-0.0116102,0.00717816
13TZN000192807728,13,0,0,0,0,0,0,1,1,8,1,1,-0.0199981,0.0359774,-0.0222107,0.0035384600000000002,-0.00178662
14TZN000192807747,14,0,0,0,0,1,0,0,1,8,1,1,-0.0201289,0.0219846,0.0156423,0.0157884,0.00399132
15TZN000192807864,15,0,0,0,0,0,0,0,1,8,2,1,-0.0224453,0.00430613,0.0236795,-0.0341402,-0.081214
16TZN000192807818,16,0,0,0,0,0,0,0,1,8,1,1,-0.0195303,0.0229477,0.0106055,0.0262345,-0.00729743
17TZN000192807807,17,0,0,0,1,1,0,0,1,8,1,1,-0.00925473,0.0171698,0.0226085,0.0177399,0.00109395
18TZN000192807815,18,0,0,0,0,0,0,0,1,8,1,1,-0.0098841,0.0230905,0.00711356,0.0174067,-0.00212086
19TZN000192807829,19,1,0,0,0,0,0,1,1,8,1,2,-0.0215808,0.0177736,0.0170403,0.0170917,-3.92893e-4
20TZN000192807738,20,0,0,0,0,0,0,0,1,8,1,1,-0.0172264,0.00767729,0.015535,0.00408644,0.00741973
21TZN000192807755,21,0,0,0,0,0,0,0,1,8,1,1,-0.0175374,0.0110792,0.0252683,0.00378083,0.0077457
22TZN000192807825,22,0,0,0,0,0,0,0,1,8,1,2,-0.017715,0.0241044,0.0254923,0.0262452,0.00452749
23TZN000192807729,23,0,0,0,0,0,0,0,1,8,1,1,-0.0143967,0.020386,0.0220939,0.0171697,0.0042264
24TZN000192807761,24,0,0,0,0,0,0,0,1,8,1,2,-0.0288583,-0.0477477,-0.028978,0.0579923,0.0250367
25TZN000192807753,25,0,0,0,0,0,0,0,1,8,1,1,-0.0107281,0.0215361,0.0163584,0.0131428,1.93717e-4
26TZN000192807743,26,0,0,0,0,0,0,1,1,8,1,1,-0.0253382,-0.0104092,0.0354061,-0.0529611,-0.13624
27TZN000192809698,27,0,0,0,0,1,1,0,1,8,1,1,-0.031724,0.052978,-0.0472887,-0.0136417,0.00659997
28TZN000192809750,28,0,0,0,0,1,0,0,1,8,1,1,-0.0316997,0.0369359,-0.0757989,-0.0111465,0.0175384
29TZN000192809749,29,0,0,0,0,0,1,1,1,8,1,1,-0.0211125,0.0129027,0.0251931,0.0123042,0.00597019
30TZN000192809944,30,0,0,0,0,0,0,1,1,8,1,1,-0.0017088,0.013626600000000001,0.0141869,0.0122962,0.00915948
31TZN000192809748,31,0,0,0,0,0,0,1,1,8,1,1,-0.0346715,-0.0630867,-0.0440036,0.0480117,-0.0954272
32TZN000192809738,32,0,0,0,0,0,0,0,1,8,1,1,-0.0252782,0.0122361,0.0285638,0.0277391,0.00317363
33TZN000192809720,33,0,0,0,0,0,0,1,1,8,1,2,-0.0255343,0.0325639,-0.0323884,-0.0101026,-0.0697248
34TZN000192809721,34,0,0,0,0,0,0,1,1,8,1,2,-0.026173,0.0395665,-0.0779609,-0.00813872,0.0131161
35TZN000192809938,35,0,0,0,0,0,0,0,1,8,1,1,-0.0351509,-0.0236037,-0.0885609,0.0608917,-0.019916
36TZN000192809937,36,0,0,0,1,0,0,0,1,8,1,1,-0.0254876,-0.015749,0.0223572,-0.0420942,-0.073984
37TZN000192809679,37,0,0,0,0,0,0,0,1,8,1,1,-0.0304999,-0.0442259,-0.0394137,0.0844199,-0.0274689
38TZN000192809793,38,0,0,0,0,0,0,0,1,8,1,1,0.00798326,0.0136481,-0.00493809,0.0145366,1.28995e-4
40TZN000192809728,39,0,0,0,0,1,0,0,1,8,1,1,-0.0250745,0.0440805,-0.0220491,0.0182316,0.00576677
41TZN000192809729,40,0,0,0,0,0,1,0,1,8,1,1,0.03854,0.0117233,0.0412617,0.0622288,-0.0116995
42TZN000192809723,41,0,0,0,0,0,0,1,1,8,1,2,-0.030886,-0.00693908,0.0123418,-0.0667487,-0.139809
43TZN000192809791,42,0,0,0,0,0,0,1,1,8,1,2,-0.00372802,0.0047674,0.0110692,0.0097356,-0.00214879
44TZN000192809708,43,0,0,0,0,0,0,0,1,8,1,1,-0.0319215,-0.0495675,-0.00526463,-0.0168837,-0.0846588
45TZN000192809709,44,0,0,0,0,0,0,0,1,8,1,1,-0.0338972,0.0608003,-0.132512,-0.0113765,0.0203433
46TZN000192809713,45,0,0,0,0,0,0,0,1,8,1,1,-0.0300169,-0.00688055,0.0261347,-0.0522834,-0.131217
47TZN000192809745,46,0,0,0,0,0,0,0,1,8,1,1,-0.0228641,-0.0458146,-0.0499177,0.0769683,-0.0230593
48TZN000192809744,47,0,0,0,0,0,0,0,1,8,1,1,-0.0289056,0.0454223,-0.0160773,0.0185087,0.00712374
49TZN000192809691,48,0,0,0,0,0,0,0,1,8,1,1,-0.0262612,0.0204513,-0.04035,9.48129e-4,0.0137801
50TZN000192809777,49,0,0,0,0,0,1,0,1,8,1,1,-0.027343,-0.0196923,0.0276503,-0.0679251,-0.13641
51TZN000192809795,50,0,0,0,0,1,0,0,1,8,1,1,0.0101624,0.0181375,0.00824473,0.0152383,-0.00528581
52TZN000192809692,51,0,0,0,0,0,0,0,1,8,1,1,-0.0258197,0.0265772,5.03472e-5,0.0327016,-0.0520989
53TZN000192809746,52,0,0,0,0,0,0,0,1,8,1,1,-0.0326525,0.0246265,-0.0392092,-0.0131642,-0.0766844
54TZN000192809796,53,0,0,0,0,1,0,1,1,8,1,1,-0.0241697,-0.0467738,-0.0265814,0.052571,0.0291325
55TZN000192809899,54,0,0,0,0,1,0,0,1,8,1,1,-0.0195709,-0.011022,0.0396547,-0.0494507,-0.132822
56TZN000192809693,55,0,0,0,0,0,1,1,1,8,1,1,-0.0309014,0.0509151,-0.0414823,0.00823422,-0.0307601
57TZN000192809705,56,0,0,0,0,1,0,0,1,8,1,1,-0.00827567,0.0172533,0.00168159999999999,0.00317942,0.00264261
58TZN000192809799,57,0,0,0,0,0,0,0,1,8,1,1,-0.0187283,0.0413591,-0.0291895,0.00500277,-0.0768263
59TZN000192809797,58,0,0,0,0,0,1,0,1,8,1,1,-0.0102333,0.00710571,0.00776083,0.00333435,0.00311913
61TZN000192809826,59,0,0,0,0,0,0,1,1,8,1,1,-0.00944703,0.019409,0.0161326,0.0245625,-0.00583791
62TZN000192809858,60,0,0,0,0,1,0,0,1,8,1,1,-0.0198777,0.013482,0.0199326,0.0205011,0.0014539
63TZN000192809852,61,0,0,0,0,1,0,0,1,8,1,1,-0.00730864,0.008289,0.016372,0.014127,-0.00260733
64TZN000192807431,62,0,0,0,0,0,0,0,1,8,1,2,-0.0248893,-0.00166865,0.00425081,-0.00777164,-0.00219729
65TZN000192807378,63,0,0,0,0,0,0,0,1,8,1,1,-0.0320364,-0.0470895,-0.0136749,0.0224589,0.0149802
66TZN000192807376,64,0,0,0,0,0,0,1,1,8,1,1,-0.0328605,0.00497538,-6.16212e-4,-0.0634205,-0.138609
67TZN000192807426,65,0,0,0,0,1,0,0,1,8,1,2,-0.0151102,0.0115218,0.0244673,0.0116817,0.00209404
68TZN000192807339,66,0,1,0,0,1,0,1,1,8,1,1,-0.00744092,0.0350284,-0.00412708,0.0176064,0.0048973
69TZN000192807338,67,0,0,0,0,1,0,0,1,8,1,1,-0.0263762,-0.00662565,0.0196542,-3.05846e-4,0.0101912
70TZN000192807430,68,0,0,0,0,0,0,0,1,8,1,2,-0.0159506,0.0193012,-0.00687041,7.6478e-4,0.00471794
71TZN000192807424,69,0,0,0,0,0,0,0,1,8,1,2,-0.0191481,-0.0041319,-0.00195447,-0.00542459,0.0011733
72TZN000192807377,70,0,0,0,1,0,0,0,1,8,1,1,-0.0318841,-0.0582263,-0.00818349,0.0217067,0.0148231
73TZN000192807368,71,0,0,0,0,1,0,0,1,8,1,1,-0.0177759,0.00771825,0.0184689,0.0296512,0.00100532
74TZN000192807332,72,0,0,0,0,1,0,0,1,8,1,1,0.0320563,0.00123232,3.51169e-4,0.00400708,-0.00301432
75TZN000404029434,73,0,0,0,0,0,0,0,1,7,1,1,-0.0340104,-0.0830194,-0.0718344,0.0808648,-0.0208455
76TZN000192807508,74,0,0,0,0,0,1,1,1,7,1,2,-0.0223808,0.00678725,0.0159328,0.0128913,0.00485742
77TZN000404029378,75,0,0,0,0,0,0,0,1,7,1,3,-0.0336241,-0.0648866,-0.0386777,0.0448351,0.0250466
78TZN000192807479,76,0,0,0,0,0,0,1,1,7,1,2,-0.0323544,0.0484313,-0.0404953,-0.0127657,0.00982177
79TZN000192807552,77,0,0,0,0,1,0,1,1,7,1,1,-0.0177905,-0.00169418,0.0112262,0.0127974,0.00302323
80TZN000404029379,78,0,0,0,0,0,0,0,1,7,1,3,-0.0311689,-0.0344466,0.017032,-0.0479573,-0.140504
81TZN000192807572,79,0,0,0,0,1,0,0,1,7,1,1,-0.0246651,0.0109307,-0.00493888,-0.00519089,0.00760872
82TZN000192807492,80,0,0,0,0,1,0,1,1,7,1,1,-0.0110734,0.0119445,0.0229644,0.00847118,0.00670787
83TZN000404029407,81,0,0,0,0,0,0,0,1,7,1,1,-0.0119294,0.00794221,0.0313634,0.0202396,0.00265263
84TZN000192807530,82,0,0,0,0,0,0,1,1,7,1,1,-0.0092453,0.00422828,0.0226662,0.0047314,0.00653489
85TZN000404029433,83,0,0,0,0,1,0,0,1,7,1,1,-0.0136594,-0.024975,-0.0124057,0.0295493,0.0132729
86TZN000404029424,84,0,0,0,0,1,0,1,1,7,1,1,-0.0234275,0.00777375,0.0243473,0.00451841,0.00189245
87TZN000192807592,85,0,0,0,0,0,0,1,1,7,1,1,-0.0191881,0.0162341,0.0277497,0.0248435,0.00216335
88TZN000192807490,86,0,0,0,0,1,0,0,1,7,1,1,-0.0156039,0.0206506,0.0175096,0.0165171,0.00415595
89TZN000192807581,87,0,0,0,0,0,0,0,1,7,1,1,-0.0215191,0.0103146,0.0166161,0.028727,0.00351495
90TZN000404029419,88,0,0,0,0,0,0,0,1,7,1,1,0.00480608,0.0181298,0.00682659,0.0100508,0.00367469
91TZN000192807443,89,0,0,0,0,0,0,0,1,7,1,1,-0.0022131,0.016339,0.0156087,0.0121796,-0.00255942
92TZN000192807481,90,0,0,0,0,0,0,0,1,7,1,1,-0.0122625,0.0108226,0.0259841,0.0201281,0.00223627
93TZN000404029397,91,0,0,0,0,0,0,0,1,7,1,1,-0.0152408,0.0161985,0.0267728,0.0246277,0.00245948
94TZN000192807476,92,0,0,0,0,0,0,0,1,7,1,2,-0.0255865,0.022372,-0.00932224,-0.00278131,0.00919895
95TZN000192807562,93,0,0,0,0,1,0,0,1,7,1,1,-9.47935e-4,0.0165656,0.0294942,0.0311144,0.0028683
96TZN000404029402,94,0,0,0,0,0,0,0,1,7,1,1,-0.0145992,0.0296444,0.0155741,0.0220658,0.00237128
97TZN000192807580,95,0,0,0,0,0,0,0,1,7,1,1,-0.0160251,0.0141362,0.0234437,0.0170009,-0.0033393
98TZN000192807489,96,0,0,0,0,1,0,0,1,7,1,1,-0.0152417,0.019726,0.0111607,0.00875568,-0.00187832
99TZN000404029401,97,0,0,0,0,0,0,0,1,7,1,1,-0.0275357,0.0165285,-0.021522,0.00691014,0.00756177
100TZN000192807436,98,0,0,0,0,0,0,0,1,7,1,1,9.1709e-4,0.015987,0.0235408,0.0201539,4.50338e-4
101TZN000192807519,99,0,0,0,0,0,1,0,1,7,1,1,-0.0181365,0.00897761,0.0260352,0.0102154,0.00590402
102TZN000192807544,100,0,0,0,0,1,0,1,1,7,1,1,-0.0224648,-0.030574,-0.0179253,0.00359571,0.00819446
103TZN000192807545,101,0,0,0,0,0,0,0,1,7,1,1,6.08297e-4,0.00953671,0.0254455,0.00258218,0.00276474
104TZN000192807478,102,0,0,0,0,0,1,1,1,7,1,2,-0.0234592,-0.00367973,0.011576,-0.00557438,0.0096106
105TZN000192807538,103,0,0,0,0,1,1,0,1,7,1,1,-0.0261153,-0.0415387,-0.0329713,0.0432015,0.0298511
106TZN000404029499,104,0,0,0,0,0,0,0,1,7,1,1,-0.00869326,0.0181909,0.0211217,0.0280739,-9.08139e-4
107TZN000192807477,105,0,0,0,0,0,0,1,1,7,1,2,-0.0298144,0.0371157,-0.0206505,-0.00431462,-0.00166251
108TZN000192807550,106,0,0,0,0,0,0,0,1,7,1,1,-0.00924017,0.0151798,0.0251408,0.0338904,-0.00107186
109TZN000192807500,107,0,0,0,0,0,0,0,1,7,1,1,0.0120433,0.00938964,0.0261346,0.0395759,-0.00942901
110TZN000404029400,108,0,0,0,0,1,0,0,1,7,1,3,-0.026385,0.0161063,-0.00661958,-0.0262314,-0.0800818
111TZN000192807536,109,0,0,0,0,0,0,0,1,7,1,1,-0.0177881,0.0192351,0.00692653,0.00784694,-1.8101e-4
112TZN000192807537,110,0,0,0,0,0,0,0,1,7,1,1,-0.0216749,0.00676036,0.0294793,0.010151,0.00969823
113TZN000192807539,111,0,0,0,0,0,0,1,1,7,1,1,-0.0143741,0.0108385,0.0224114,0.0166853,-7.55446e-4
114TZN000403251403,112,0,0,0,0,0,0,0,1,8,1,1,-0.0180368,-0.00822701,-0.00526574,0.0305643,0.0123871
115TZN000403251443,113,0,0,0,0,0,0,1,1,8,1,1,-0.00205271,0.0136481,0.012855,0.00908774,0.00217391
116TZN665506405628,114,0,0,0,0,0,0,0,1,8,1,3,-0.0240244,-0.0235283,0.00863004,3.21965e-4,0.0138872
117TZN665506225611,115,0,0,0,0,0,0,0,1,8,1,3,-0.0331347,-0.0586624,-0.0205353,0.046039,0.0266593
118TZN665506165605,116,0,0,0,0,0,0,1,1,8,1,3,-0.0108223,-0.00527453,0.028778,0.0306719,-3.25403e-4
119TZN000192807637,117,0,0,1,0,0,0,1,1,8,1,3,-0.0243132,0.00645443,0.0154531,-2.3359e-4,0.00654
120TZN665506145603,118,0,0,0,0,0,0,0,1,8,1,3,-0.0203861,-0.0169927,0.0338212,-0.0659227,-0.132319
121TZN665506415629,119,1,0,0,0,1,0,0,1,8,1,3,-0.023632,-0.0310087,-0.00338506,0.00684843,0.0140112
122TZN665506215610,120,0,0,0,0,0,0,0,1,8,1,3,-0.0136931,0.00150861,0.0215791,0.00363364,-0.00217611
123TZN665506205609,121,0,0,0,0,0,0,0,1,8,1,3,-4.12553e-4,0.0354912,-0.0449269,-0.0137969,-0.00389743
124TZN000192809768,122,0,0,0,0,0,1,0,1,8,1,2,-0.017311,0.0208564,0.022032,0.0171403,0.00285887
125TZN000192809894,123,0,1,0,0,0,0,0,1,8,1,1,-0.0232308,0.00907664,0.0176201,0.00364765,0.00619908
126TZN000192809418,124,0,0,0,0,1,0,1,1,8,1,1,-0.0196901,0.00838823,0.00970196,0.00246311,0.00326601
127TZN000403255841,125,0,0,0,0,0,0,1,1,8,1,1,-0.019309,0.0282635,-0.011774,0.00243635,-0.0410576
128TZN000403251404,126,0,0,0,0,0,0,1,1,8,1,3,-0.0224833,-0.017164,4.86803e-4,0.0104066,0.0126923
129TZN000403251405,127,1,0,0,0,0,0,0,1,8,1,3,-0.026416,0.0110041,0.00383544,0.0112965,0.0037048
130TZN000403251437,128,0,0,0,0,0,0,0,1,8,1,3,-0.0129757,-0.0272134,-0.00471397,0.0202436,0.00556375
131TZN000403255694,129,0,0,0,0,0,0,1,1,8,1,1,-0.0352308,0.025913,-0.0465433,-0.0165794,-0.0696062
132TZN000362737627,130,0,0,0,0,0,0,0,2,8,1,1,-0.00771843,0.0127489,0.0182913,0.0141529,0.00546537
133TZN000362737596,131,0,0,0,0,0,0,0,2,8,1,1,-0.0220532,0.0117735,0.0230429,0.00442691,0.00879822
134TZN000362737826,132,0,0,0,0,0,1,0,2,8,1,1,-0.0232669,-0.0225289,-0.00839324,0.0360083,-0.0346323
135TZN000403258821,133,0,1,0,0,1,0,0,2,8,1,1,-0.0268632,0.0475747,-0.037849,0.00206504,-0.0775544
136TZN000403258380,134,0,0,0,0,0,0,1,2,7,1,1,-0.0199528,-0.0428089,-0.0110771,0.0111036,-0.00640158
137TZN000192808178,135,0,0,0,0,0,0,0,2,7,1,1,-0.0172468,0.00982404,0.0200346,0.00377079,0.00555335
138TZN000192808179,136,0,0,0,0,0,0,1,2,7,1,1,-0.0234215,-0.0112695,0.00690936,-0.0155656,0.00405706
139TZN000192808320,137,0,0,0,0,0,0,0,2,7,1,1,-0.0235344,0.0291899,-0.0232234,-0.00117096,0.00714572
140TZN000192808192,138,0,1,0,0,0,0,1,2,7,1,1,-0.0236804,0.0119326,-0.0218255,0.012234,0.00953365
141TZN000192807998,139,0,0,0,0,0,0,1,2,7,1,1,-0.0189792,7.30961e-4,0.0307829,0.0175318,0.00245008
142TZN000362736057,140,0,0,0,0,1,0,0,2,8,1,1,-0.019621,0.0206262,0.0121913,0.00786386,0.00159087
143TZN000362735978,141,0,0,0,0,0,0,1,2,8,1,1,-0.024443,-2.17661e-4,0.014775,-0.00192962,0.011767
144TZN000362735649,142,0,0,0,0,0,0,1,2,8,1,1,-0.0082529,0.0201158,0.0180493,0.0204263,0.00187843
145TZN000362735887,143,0,0,0,0,1,0,0,2,8,2,1,-0.00426833,0.0142788,0.0260174,0.0211103,-0.00503922
146TZN000192807901,144,0,0,0,0,1,0,1,2,7,1,1,-0.00547873,0.00740107,0.0257178,0.0116823,0.00582019
147TZN000362736056,145,0,0,0,0,0,1,0,2,8,1,1,-0.0134832,0.00331199,0.00351221,0.00832544,0.00720522
148TZN000362735894,146,0,0,0,0,1,0,0,2,8,1,1,-0.00746549,0.00171143,0.0324988,-0.00451862,-0.0726063
149TZN000362735685,147,0,0,0,0,1,0,0,2,8,1,1,-0.0124707,-0.0288989,-0.00945243,0.0320942,0.0168718
150TZN000362735648,148,0,0,0,0,0,1,0,2,8,1,1,-0.0262391,-0.0220083,0.0141249,-0.020549,0.00783991
151TZN000362735963,149,0,0,0,0,1,0,0,2,8,1,1,-0.0148397,0.0237875,0.0466313,0.0512636,-7.19886e-4
152TZN000362735960,150,0,1,0,0,1,0,0,2,8,1,1,-0.0145685,0.0124497,0.00791401,0.0167847,0.00233467
153TZN000362735907,151,0,0,0,0,0,0,0,2,8,1,1,-0.00917056,-0.00211452,0.0169637,0.00841536,-0.00167594
154TZN000362735968,152,0,0,0,0,1,0,0,2,8,1,1,-0.0179003,0.0166404,0.0151872,0.0193328,-2.17969e-4
155TZN000362735981,153,0,0,0,0,0,0,0,2,8,1,1,-0.0223597,-0.0155988,-0.00441325,0.0102842,0.0113082
156TZN000362735756,154,0,1,0,0,1,0,0,2,8,1,2,-0.0151797,0.0239334,0.0271908,0.024122,-0.00320091
157TZN000362735750,155,0,0,0,0,1,0,1,2,8,1,2,-0.0200463,0.0282226,0.0126952,0.0220976,0.00189372
158TZN000362735897,156,0,0,0,0,1,0,0,2,8,1,1,-0.00438138,0.0249952,-0.00466501,0.00430938,-0.0202835
159TZN000362735979,157,0,1,0,0,0,0,1,2,8,1,1,-0.0318442,-0.0469606,-0.0316293,0.0291217,0.0222315
160TZN000362735829,158,0,0,0,0,1,0,0,2,8,1,1,-0.0115781,0.0248593,0.0163565,0.0220463,-4.74415e-4
161TZN000362735832,159,0,0,0,0,1,0,1,2,8,1,1,-0.00431948,0.0101887,0.0252637,0.021532,-2.81056e-4
162TZN000362735817,160,0,1,0,0,0,0,0,2,8,1,1,-0.0172146,0.0124954,0.0179314,-4.99212e-4,0.0113295
163TZN000362735729,161,0,0,0,0,1,0,0,2,8,1,1,-0.0113565,0.01632,0.0105697,0.00480354,0.00115459
164TZN000362735700,162,0,0,0,0,1,0,0,2,8,1,1,0.00606113,0.0121297,0.0144776,0.0233562,-0.00546051
165TZN000403258840,163,0,0,0,0,0,0,1,2,8,1,1,-0.0234491,0.0474388,-0.0336293,0.00250865,-0.0782898
166TZN000352735693,164,0,0,0,0,1,0,0,2,8,1,2,-0.0276645,-0.00216163,-0.0281629,0.0405141,0.0187678
167TZN000362735852,165,0,0,0,0,0,0,0,2,8,1,1,-0.0115802,0.00961166,0.0170785,0.0123322,-9.75686e-4
168TZN000362735689,166,0,0,0,0,1,0,0,2,8,1,2,-0.0254157,0.0206954,0.0471018,0.0876733,-8.91643e-4
169TZN000362736065,167,0,0,0,0,0,0,0,2,8,1,1,-0.00660707,0.00162668,0.0167607,0.0122574,0.00354408
170TZN000362736066,168,0,0,0,0,0,0,0,2,8,1,1,-0.0355305,-0.0285242,-0.0928422,0.0656819,-0.01923
171TZN000362737572,169,0,0,0,0,1,0,0,2,8,1,2,-0.0300727,-0.0640037,-0.050825,0.0680463,-0.0197286
172TZN000362735769,170,0,0,0,0,1,0,1,2,8,1,1,-0.00503949,0.0140005,0.024365,0.0190067,0.00466413
173TZN000362735656,171,0,1,0,0,0,0,1,2,8,1,1,-0.0343671,0.0217483,-0.0258838,-0.0405579,-0.142016
174TZN000362735767,172,0,0,0,0,1,0,0,2,8,1,1,-0.0101317,0.0108384,0.023214,0.00657541,0.0106977
175TZN000192809004,173,0,1,0,0,0,0,1,2,7,1,1,0.00240254,0.00437421,0.00673623,-0.00687594,8.95896e-4
176TZN000404054566,174,0,0,0,0,0,0,1,2,7,1,1,-0.00410466,0.0137533,0.0241197,0.030172,-0.00861673
177TZN000192809005,175,0,0,0,0,0,0,1,2,7,1,1,-0.0220549,0.0150996,0.0135793,0.00922714,0.00113955
178TZN000362736625,176,0,0,0,0,0,0,0,2,7,1,1,0.00582548,0.0177475,0.0157719,0.0251602,-0.00262636
179TZN000362736805,177,0,1,0,0,0,0,0,2,7,1,1,-0.0149864,0.0221253,-0.00849406,-5.53518e-4,9.87018e-4
180TZN000192808941,178,0,0,0,0,0,0,1,2,7,1,1,-0.0257341,0.0413806,-0.0188921,0.0141587,0.00461123
181TZN000362736447,179,0,0,0,0,0,0,0,2,7,1,1,-0.0200055,-0.00831339,0.016347,1.93002e-4,0.00728657
182TZN000404054587,180,0,0,0,0,0,0,0,2,7,1,1,0.00747921,0.0116267,0.00944351,0.0134073,-0.00140288
183TZN000192808625,181,0,0,0,0,0,0,0,2,7,1,1,-0.0037436,0.00823053,0.013458,0.00362741,-2.31842e-4
184TZN000362736773,182,0,0,0,0,0,0,0,2,7,1,1,-0.0178184,0.0171715,0.00518055,0.00155908,0.00257139
185TZN000192808626,183,0,0,0,0,0,0,0,2,7,1,1,-0.0224125,0.0088918,0.0271643,0.0240814,0.00795423
186TZN000192808944,184,0,0,0,0,0,0,0,2,7,1,1,0.00989519,0.012331,0.017558,0.0130288,-0.00202021
187TZN000362736667,185,0,0,0,0,0,0,1,2,7,1,1,-0.0116919,0.0015805,0.0140069,0.00124431,0.00188182
188TZN000362736351,186,0,0,0,0,1,0,0,2,7,1,1,-0.00724891,0.011976,0.0246986,0.0241867,-9.42521e-4
189TZN000192808969,187,0,0,0,0,0,0,0,2,7,1,1,-0.00950663,0.0158422,0.0320056,0.0303663,-0.00440136
190TZN000362735703,188,0,1,0,0,0,0,0,2,8,1,1,-0.00189068,0.0159569,0.0164417,0.0335128,-0.00422519
191TZN000362736022,189,0,0,0,0,0,0,0,2,8,2,1,-0.0114186,0.0331387,-0.035391,0.0165128,0.00290687
192TZN000362735702,190,0,0,0,0,0,0,0,2,8,1,1,-0.00659197,0.0165816,0.0160681,0.016952,-0.00148821
193TZN000362735990,191,0,0,0,0,0,0,1,2,8,1,1,-0.00545824,0.00682937,0.0140019,0.0156822,4.88884e-4
194TZN000362735989,192,0,0,0,0,1,0,0,2,8,1,1,-0.0178763,0.00720161,0.0207258,0.016791,3.84102e-4
195TZN000362737525,193,0,0,0,0,0,0,0,2,8,1,1,-0.0274688,-0.0130413,-0.00132213,0.00581198,0.00381115
196TZN000403258499,194,0,0,0,0,0,1,0,2,7,1,1,-0.0322229,-0.0437798,-0.053769,0.0742856,-0.0229719
197TZN000362737742,195,0,0,0,0,0,0,1,2,7,1,1,-0.024274,0.00906212,0.00887101,0.0014141,0.00970071
198TZN000362737745,196,0,0,0,0,1,0,0,2,7,1,1,-0.0037458,0.00225462,0.0177597,-0.00233115,0.0081178
199TZN000362737741,197,0,0,0,0,0,0,1,2,7,1,1,-0.0187512,0.0368807,-0.00888331,0.0166769,0.00479396
200TZN000362737735,198,0,0,0,0,0,0,1,2,7,1,1,-0.0119143,0.0165763,0.0125716,0.0150191,-0.00407041
201TZN000362737625,199,0,0,0,0,1,0,0,2,7,1,1,-0.0250845,0.0425895,-0.0275931,0.00691277,9.97532e-5
202TZN000362737794,200,0,0,0,0,0,0,1,2,7,1,1,-0.0217791,-0.0596473,-0.0329824,0.0451211,0.0310894
203TZN000362737478,201,0,0,0,0,1,0,0,2,7,1,1,0.00758616,0.0136027,0.0114545,0.00212744,0.00543132
204TZN000362737615,202,0,0,0,0,1,0,0,2,7,1,1,0.0065528,0.0120014,0.0144652,0.0188094,0.00291692
205TZN000362737811,203,0,0,0,0,0,1,0,2,7,2,1,-0.0139424,0.0225066,0.0152724,0.011984,0.00387053
206TZN000362737712,204,0,0,0,0,0,0,0,2,7,1,1,-0.010493,0.0108444,0.00888528,0.00919867,0.00665688
207TZN000362738349,205,0,0,0,0,1,0,1,14,7,1,1,-0.0182364,0.0173382,0.0212814,0.0136384,0.00653073
208TZN000192814853,206,0,0,0,0,0,0,0,14,7,2,1,-0.0215847,0.00887191,0.0246187,0.0109796,0.00530198
209TZN000192814854,207,0,0,0,0,0,0,0,14,8,2,1,-0.0154751,0.00953878,0.0143267,0.0024282,0.00159239
210TZN000362738316,208,0,0,0,0,0,0,1,14,8,1,1,-0.0271867,0.00311796,0.0185638,0.00912193,0.00349204
211TZN000192813891,209,0,0,0,0,0,0,0,14,8,1,1,-0.0126005,0.00786376,0.0269616,0.0097898,-3.56324e-4
212TZN000192813433,210,0,0,0,0,0,1,1,14,8,1,1,-0.0263476,-0.0513604,-0.0551067,0.0751581,-0.0224328
213TZN000192813293,211,0,0,0,0,0,1,0,14,8,2,1,-0.0124349,0.014403,0.0165268,0.0140396,0.00687408
214TZN000362738454,212,0,0,0,0,0,0,1,14,8,1,1,-0.0185152,0.006765,0.0221867,0.00852034,0.00522106
215TZN000362738225,213,0,0,0,0,0,0,0,14,8,1,1,9.48305e-4,-0.0108413,0.00235804,0.0190843,-0.00704167
